record_id,mode,subtype,strategies,algorithm_family,task_family_hash,difficulty,outcome,provider,toolchain,prompt_version,cosim_status
718c73b6e8730628caddba1616de6dc64b0a5b169701e525770c1727710653c1,SYNTH_FIX,DYNAMIC_ALLOCATION,REMOVE_DYNAMIC_ALLOCATION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,2,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:106c525d17c8fd1ae8483335257db6637da8c2bd582c63e59919ad8b4a63faad,NOT_RUN
7a4b26a0bab22976fc4dff2c7fb821390efb4eab375df86e26df24dade182780,SYNTH_FIX,UNSUPPORTED_STL,REPLACE_UNSUPPORTED_STL,MATRIX_MULTIPLICATION,52499a815a54336a95e2a4c84a69cf047935980d145e05c4b655aa71c7c3af67,2,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:c15b53f6ce2821ea48d5cd31b023a9fb6eea556597739a7748d0d3b4ca0dab50,NOT_RUN
88f1f2cf6faaddaa4882385f3cd7e1af4a916084cb517c50f0a363e9571217d5,REPAIR,OFF_BY_ONE,FIX_LOOP_BOUND,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:106c525d17c8fd1ae8483335257db6637da8c2bd582c63e59919ad8b4a63faad,NOT_RUN
903ceb49005db9d6a566dbd8952317efdbe85a8e42d237c68c8522202c7ee071,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOCAL_LOOP_RESTRUCTURE,STREAM_PIPELINE,3a41f1669c7bca6a76329e8de087a410bc7ec45f23fa882bd3ddb297e96f8df7,4,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:34b52aec1c8e600da1dd7b5f718680af0035652901dcdb305aad80838a2fea52,NOT_RUN
9a3e07c6566a1467984788395f84acad2d6289c6076198c3cc853e9aac9d67f2,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,LOOP_PIPELINE+DATAFLOW+LOCAL_LOOP_RESTRUCTURE,STREAM_PIPELINE,e9c9814d4cbfcd766ac2c873d73d958acab9cf5a154b65ef1b19248aa2130184,3,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:106c525d17c8fd1ae8483335257db6637da8c2bd582c63e59919ad8b4a63faad,PASS
ad2b98b4b7950c4776a5ccb57a2091459213e9236133532d31b5c6840ea7ba77,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,LOOP_UNROLL+LOCAL_LOOP_RESTRUCTURE,VECTOR_ELEMENTWISE,2f715a1c094868bd33e04a26cd24d7a668d958175fd3e44beab176efe0e3d876,3,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:106c525d17c8fd1ae8483335257db6637da8c2bd582c63e59919ad8b4a63faad,NOT_RUN
ba6ced76e2db375de1ad69656de07131aa6e2213b32d440962201a99d3ce7c6f,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,ARRAY_PARTITION+MEMORY_BANKING,REDUCTION,064c365ea5d2c375e2f54987131382b590985827d1699a89bb94a989b868f72b,3,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:08aa79b50348406d97809baf8e7c7ceb1f076541ecf3c278351cd1ee9d2a93c7,NOT_RUN
bc9ee7bcbce2e79c246968768f6e283b553309e6715db3aa715e04f1274a63bc,REPAIR,WRONG_BRANCH_CONDITION,FIX_BRANCH_CONDITION,FIR_CONVOLUTION,ce87d2865bae713d1ac7f37e3d5ecbe7ad0f3ce6346fd6572c3590436bf7e00a,2,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:94f0b25e15c6747d5dde72fb16250296c0848b55025ba84bf498e88b3dfce877,NOT_RUN
c9ca059c380a5d691923ca4322c14da621706ba748d1634e7a490e4260e97af6,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,3f66fe95c8e4f10cada90631276ed45fb5135ca3dc56a724c866a54f8b5f15bb,2,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:9f3965e924be461aee21394aee903c0dd91e81971f399f617002236d21d6ab56,NOT_RUN
ce7d7cd5bd81a4da7be0be69418e657a7e30058a2d40c789256c717cd2448875,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:106c525d17c8fd1ae8483335257db6637da8c2bd582c63e59919ad8b4a63faad,NOT_RUN
d17c704e617346c15a879d98ed5819f8e066e3dcdfa73713909a84f3addbce1e,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,REPLACE_UNSUPPORTED_STL+REMOVE_RECURSION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:106c525d17c8fd1ae8483335257db6637da8c2bd582c63e59919ad8b4a63faad,NOT_RUN
d18e8225a698e9d393ed2cb555a943515e89017fd280de39f10ee2561b70a2d1,OPTIMIZE,SERIAL_REDUCTION,LOOP_UNROLL+ARRAY_PARTITION+LOCAL_LOOP_RESTRUCTURE,REDUCTION,89dffd767afc3cf089d724af55398feaf455f9c06904ca1188804b094abb80e1,2,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4fc0cee5ee7f1e8d055f754ab3f7d9d13a5e76084474dac4eb78eb2228d92c1f,NOT_RUN
d3711fde437b1f2310a11412bfc8c6d8bbcfbabf4ece4bdfc4017520a94e7806,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,OTHER,b3001054cd233f26f9dc79f381c424bff1632a78978b5f8ea7a5fbb7a5312cca,3,NO_IMPROVEMENT,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:92ac5a6767a1f65871769ea7c9025d1699af47a6f30cf53dc476f116613d7da2,NOT_RUN
fc7794695b1c5ee569c80beceb291623ae98b3f79e8d19d8899edfcf3591ad91,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_UNROLL+ARRAY_PARTITION,VECTOR_ELEMENTWISE,0defa7e6732a4530847c633ea2c5ee756a57ae932d182fb034a5af1ea831eaa1,3,FAILURE,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:89cd0d6a5b8482f03128a49ce622ebd60bc283e32d67b59495eba194c67519e6,PASS
