schema_version,run_id,run_fingerprint,task_id,split,task_type,difficulty,algorithm_family,expected_mode,routed_mode,router_correct,model,repeat_index,backend,evidence_class,evidence_level,real_evidence_eligible,status,e2e_success,final_validation_success,fresh_final_success,acceleration_vs_baseline,credits_used,tokens_used,model_calls,csim_calls,synth_calls,cosim_calls,wall_time_s,patch_candidates,patch_rejections,failure_stage,stop_reason,resumed,run_dir,result_ref,result_sha256,source_result_ref,source_result_sha256,orchestration_receipt_ref
v3d.benchmark-run.v1,v3d_fast_011--deepseek-v4-pro--r001--a96bdcb51dbc,a96bdcb51dbc937532b6c22e0f8409dfa989b9bedfc989c79d51d7997cc6356b,v3d_fast_011,unspecified,generate,3,,SYNTH_FIX,SYNTH_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,15,1844,1,3,3,0,45.82653456693515,1,0,,SYNTH_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_011--deepseek-v4-pro--r001--a96bdcb51dbc,executor_result.json,72c9fd6f33fb80e515229924136ef3bda824b5249e0007e5521af6d2cc576a9a,v3_prototype_result.json,249458a7d5ed93fe674f6da9acc67106ca042c0f1475f7cea29134611d459007,
v3d.benchmark-run.v1,v3d_fast_012--deepseek-v4-pro--r001--ec8067f015ff,ec8067f015ffe3cca094bf931df79390c6e2075025481c2f9591591da1d2dde3,v3d_fast_012,unspecified,generate,2,,SYNTH_FIX,SYNTH_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,15,2418,1,3,3,0,49.33269829605706,1,0,,SYNTH_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_012--deepseek-v4-pro--r001--ec8067f015ff,executor_result.json,9b92e9c224eb05657b53e1df55ba7805ccb5842d4b24a3fa2103c2671230e986,v3_prototype_result.json,bf4d311b9d76408989b5b7f1f4adcdf425ff85c2d4622d63774b9a0ec941d558,
v3d.benchmark-run.v1,v3d_fast_013--deepseek-v4-pro--r001--15c3a6f1351d,15c3a6f1351d991be5f897b57eabf78cb81c425c4f0b3c38f88423dd8d7ce872,v3d_fast_013,unspecified,generate,3,,SYNTH_FIX,SYNTH_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,15,2053,1,3,3,0,45.71302590705454,1,0,,SYNTH_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_013--deepseek-v4-pro--r001--15c3a6f1351d,executor_result.json,0fef42b340b220e66c68ed45f2925ab6554af13bc149dea7212e22206c326c3e,v3_prototype_result.json,3762b0ecddf261f1a3c79c83358c4fa51eb40d23b2d95ee8d4e23fdc4d00a9d1,
v3d.benchmark-run.v1,v3d_fast_014--deepseek-v4-pro--r001--4b6c8d51f2fc,4b6c8d51f2fc601bdbc530e6dae881ae98c5a11a0ab597dfbe799432192f478c,v3d_fast_014,unspecified,generate,3,,SYNTH_FIX,SYNTH_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,15,1654,1,3,3,0,38.22747628996149,1,0,,SYNTH_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_014--deepseek-v4-pro--r001--4b6c8d51f2fc,executor_result.json,838eaeb93c4c39dfa31b15033564f2cd29548f4c9ce8610ecf7ca7a41912fe92,v3_prototype_result.json,a92e3c67a01289f9486b23243982af7b81feefd09c4e53c4fcb9015d5f6562ea,
v3d.benchmark-run.v1,v3d_fast_015--deepseek-v4-pro--r001--faf1753952ee,faf1753952ee40a7b6113bfc45c12bc5ae1f7027b3bdd95f2f272c98dda7b912,v3d_fast_015,unspecified,generate,4,,STRUCTURAL_FIX,STRUCTURAL_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,71,2230,1,3,2,3,108.07492929301225,1,0,,STRUCTURAL_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_015--deepseek-v4-pro--r001--faf1753952ee,executor_result.json,6f1125dd9d08f02ff14bc680800fda6aafb47644987848a7d2b7d82eed307e07,v3_prototype_result.json,ea27ff5db041a5e6e75ddf0a679d43b2407a4f3abda903d6a411d76e1ef9f7d3,
v3d.benchmark-run.v1,v3d_fast_016--deepseek-v4-pro--r001--4161e1478c6f,4161e1478c6f8438b1985433b994d459e148e66db84a3ebaf5f08b22bf504c05,v3d_fast_016,unspecified,generate,4,,STRUCTURAL_FIX,,,deepseek-v4-pro,1,vitis,REAL,NO_TERMINAL_RESULT,False,ERROR,False,False,False,,0,0,0,0,0,0,75.58010743698105,0,0,EXECUTOR,BenchmarkExecutionError,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_016--deepseek-v4-pro--r001--4161e1478c6f,,,,,
v3d.benchmark-run.v1,v3d_fast_017--deepseek-v4-pro--r001--d81263109247,d81263109247a83cd2e3ddc72a446970d72db79636df34664469119bae506c41,v3d_fast_017,unspecified,generate,4,,STRUCTURAL_FIX,STRUCTURAL_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,71,2295,1,3,2,3,107.5360545529984,1,0,,STRUCTURAL_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_017--deepseek-v4-pro--r001--d81263109247,executor_result.json,ceee20df131e8acd211ff0c6d4c9f72977e6a0e90630fd124f9f20a7100dfc7d,v3_prototype_result.json,d0d6be5562bb9530914dc89fa51aaaceb99ad516a599baa25e10a4adde334239,
v3d.benchmark-run.v1,v3d_fast_018--deepseek-v4-pro--r001--b33a3f7a74c9,b33a3f7a74c97132efef0541a8f473fe80c33f74e092be17f62217ff149f3cb7,v3d_fast_018,unspecified,generate,4,,STRUCTURAL_FIX,OPTIMIZE,False,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,51,6213,2,3,2,2,103.85682169604115,2,2,,BASELINE_FINALIZED_NO_IMPROVEMENT,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_018--deepseek-v4-pro--r001--b33a3f7a74c9,executor_result.json,997af690a41c795e6974b2602cdba6fdda4cf131580a130dfeb9ce3a396fbbf6,v3_prototype_result.json,dc34ee2db7690c890be2f75fd085a2a09d4e22e41b27da25060ad884c39a966c,
v3d.benchmark-run.v1,v3d_fast_019--deepseek-v4-pro--r001--99777ac3cfa8,99777ac3cfa8280388342f503906a936621407540eb2a685d2510e261fe77292,v3d_fast_019,unspecified,generate,4,,STRUCTURAL_FIX,STRUCTURAL_FIX,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,71,2375,1,3,2,3,108.7846444058232,1,0,,STRUCTURAL_FIX_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_019--deepseek-v4-pro--r001--99777ac3cfa8,executor_result.json,6fc6aabcbe553f2b69462022cd2a918aa89f0ad8239ed6de293bde12a909bcab,v3_prototype_result.json,75ce63fe85509a37130b5d290fe1ace517cf01ef92fd3557bdce7af328ba3b87,
v3d.benchmark-run.v1,v3d_fast_020--deepseek-v4-pro--r001--6b209d29fd4f,6b209d29fd4fd12c3fe2a5cadd3b57a11ce4a5642d355f0e3b4b42e56fd58745,v3d_fast_020,unspecified,generate,4,,STRUCTURAL_FIX,,,deepseek-v4-pro,1,vitis,REAL,NO_TERMINAL_RESULT,False,ERROR,False,False,False,,0,0,0,0,0,0,1229.28158587683,0,0,EXECUTOR,BenchmarkExecutionError,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_020--deepseek-v4-pro--r001--6b209d29fd4f,,,,,
v3d.benchmark-run.v1,v3d_fast_021--deepseek-v4-pro--r001--a5ae903077f2,a5ae903077f215eb35d6cf7a67ccdd4094cf126189d515ecfa955c0a977aa328,v3d_fast_021,unspecified,generate,2,,OPTIMIZE,,,deepseek-v4-pro,1,vitis,REAL,NO_TERMINAL_RESULT,False,ERROR,False,False,False,,0,0,0,0,0,0,57.42910826718435,0,0,EXECUTOR,BenchmarkExecutionError,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_021--deepseek-v4-pro--r001--a5ae903077f2,,,,,
v3d.benchmark-run.v1,v3d_fast_022--deepseek-v4-pro--r001--cc0b8e8f21b8,cc0b8e8f21b8342c1e2a342be05a8b25053cc31b4b452f35e6e1db7a12573671,v3d_fast_022,unspecified,generate,2,,OPTIMIZE,,,deepseek-v4-pro,1,vitis,REAL,NO_TERMINAL_RESULT,False,ERROR,False,False,False,,0,0,0,0,0,0,61.4569995959755,0,0,EXECUTOR,BenchmarkExecutionError,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_022--deepseek-v4-pro--r001--cc0b8e8f21b8,,,,,
v3d.benchmark-run.v1,v3d_fast_023--deepseek-v4-pro--r001--a8eab2d286c7,a8eab2d286c7ea2c5c46f8a28e79b971b68809e2446fce62d2437f2b44e24542,v3d_fast_023,unspecified,generate,2,,OPTIMIZE,OPTIMIZE,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,15,5182,2,3,3,0,61.482984768925235,2,2,,BASELINE_FINALIZED_NO_IMPROVEMENT,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_023--deepseek-v4-pro--r001--a8eab2d286c7,executor_result.json,f15357c480b770b71614feaeecf7722945f0c82cac1e5767e4e22c568c43f4da,v3_prototype_result.json,bb8900a014412b6e2100c01605861a0395f00ce352d237a09b800077629927ac,
v3d.benchmark-run.v1,v3d_fast_024--deepseek-v4-pro--r001--b462ade44dde,b462ade44ddeeed841f8861052831462cbb115e182a5fc509a4ce528736f1b0f,v3d_fast_024,unspecified,generate,2,,OPTIMIZE,OPTIMIZE,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,,11,4644,2,3,2,0,46.11172134592198,2,2,,BASELINE_FINALIZED_NO_IMPROVEMENT,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_024--deepseek-v4-pro--r001--b462ade44dde,executor_result.json,0913dc9b67729ba4d0cc34b39041f8d019b48cc9d657fc6f087b004a2c20f2ef,v3_prototype_result.json,b5204fc48ced0b128a85c8774ee85ee4478f1f937f84cca062d0b0d464194c52,
v3d.benchmark-run.v1,v3d_fast_025--deepseek-v4-pro--r001--0047ed7af0bb,0047ed7af0bb2e5f44c56ab46f26e29871d79b4d4dacf6542f2fed7c0afae311,v3d_fast_025,unspecified,generate,2,,OPTIMIZE,OPTIMIZE,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,2.0285714285714285,60,5324,2,4,4,2,119.42899913992733,2,0,,CANDIDATE_PROMOTED_AND_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_025--deepseek-v4-pro--r001--0047ed7af0bb,executor_result.json,028c88c96c44e5eaf1d47a666e9234e77964e2c65984dd116968e9e73a46985a,v3_prototype_result.json,2a756a4d3537e6cc83835befca282e5783a41afc4c07ac3b2f6f04cc4cb4a43f,
v3d.benchmark-run.v1,v3d_fast_026--deepseek-v4-pro--r001--71a72bb086a6,71a72bb086a623d4af6b495d59eacd91586d35e0f853584cdc85a072e97b0466,v3d_fast_026,unspecified,generate,3,,OPTIMIZE,OPTIMIZE,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,8.7,15,2918,1,3,3,0,51.87678459403105,1,0,,CANDIDATE_PROMOTED_AND_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_026--deepseek-v4-pro--r001--71a72bb086a6,executor_result.json,17d0bfda5c99b0cc31804019fea4493f0a16d4a8054e0cb648c02bbb3839646d,v3_prototype_result.json,ee15fd88764c3b8ba6f6a687c1aa86703a7290e1f5f34fefc73a03abf0668efb,
v3d.benchmark-run.v1,v3d_fast_027--deepseek-v4-pro--r001--fe9fc415631b,fe9fc415631b98cba7fd908af786926ac9e967286d587fd6235abffb89ab01f1,v3d_fast_027,unspecified,generate,3,,OPTIMIZE,OPTIMIZE,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,5.0625,40,5023,2,4,4,1,474.1856935948599,2,1,,CANDIDATE_PROMOTED_AND_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_027--deepseek-v4-pro--r001--fe9fc415631b,executor_result.json,5ced269ef7f7212902e2ca863e10d44fc5464e13cdf5a33d40ef5f88f2b09bae,v3_prototype_result.json,b3148acd00807cda001feb9e4b9f75f53b41214d6a3b42902fcd3f7b886afff3,
v3d.benchmark-run.v1,v3d_fast_028--deepseek-v4-pro--r001--c7776ed94df9,c7776ed94df90c9de623b50efafeaf5ee64710f654bc5a8ab9fbdfaf0209354b,v3d_fast_028,unspecified,generate,3,,OPTIMIZE,OPTIMIZE,True,deepseek-v4-pro,1,vitis,REAL,REAL_VITIS_VALIDATED,True,DONE,True,True,True,2.1666666666666665,80,4624,2,4,4,3,134.83305586199276,2,1,,CANDIDATE_PROMOTED_AND_FINALIZED,False,/home/ying/CompetitionTrackA/track-A/llm4hls_harness/experiments/formal_matrix_20260724_4a05763_deepseek_28x1/runs/v3d_fast_028--deepseek-v4-pro--r001--c7776ed94df9,executor_result.json,149e022b66a84b0e716cf0a0388eb4932238888f81b16fe3f6e122afcd787d89,v3_prototype_result.json,f40040c98e8a70e40b5542a304af032a306a052d53d5f8a0fa3a8199f4a0cdf2,
